X,lon,lat
922,-79.532157,43.8169837
923,-81.8691228,28.7391313
924,-113.625642,53.6304753
925,-96.3971233,33.9924186
926,-3.7037902,40.4167754
927,-74.0059413,40.7127837
928,-122.0838511,37.3860517
929,-84.8294211,9.9778439
930,-51.92528,-14.235004
931,-102.4342115,47.736992
932,-77.0368707,38.9071923
933,-115.1398296,36.1699412
934,-85.6023643,44.3148443
935,14.550072,47.516231
936,-98.8138763,53.7608608
937,-118.2436849,34.0522342
938,-95.712891,37.09024
939,-115.1398296,36.1699412
940,-87.6297982,41.8781136
941,-74.4056612,40.0583238
942,-118.2436849,34.0522342
943,-85.3435692,34.9417429
944,-87.6297982,41.8781136
945,-76.4730122,37.0870821
946,-95.712891,37.09024
947,-84.5120196,39.1031182
948,-74.0059413,40.7127837
949,-3.435973,55.378051
950,-43.3053106,-22.7862985
951,-82.5514869,35.5950581
952,-74.2776468,40.6081591
953,-80.1917902,25.7616798
954,-88.2774813,42.0978361
955,-118.2436849,34.0522342
956,-117.0445715,32.9401334
957,4.8951679,52.3702157
958,-3.74922,40.463667
959,-71.0588801,42.3600825
960,-0.137163,50.82253
961,-119.4179324,36.778261
962,-70.0364404,12.5170398
963,-106.346771,56.130366
964,-99.9018131,31.9685988
965,-82.3580882,33.864165
966,-71.0772796,42.7762015
967,-82.3534727,36.3134397
